,adechiyamoedtashlum,aimmekura,akredit,alutbniya,anashim,aprisattushlum,atidmechiradira,atidmechiradiran,baalutdirallobealim,baalutdirallobealimkama,baalutdiranosefet,baalutdiranosefetkama,baayabiluy,baayachinuch,baayachoshech,baayahaznacha,baayakvish,baayamatos,baayamifal,baayarakevet,baayarech,baayazevel,baayazihum,bituachmenahalimmb,chanayapratit,chederaronot,cheshbonchasum,chisachonatid,chisachonhayom,diramedurag,diranosefet12,diranosefetp12,dividend,esek,gemelvpizuyimmb,ginapratit,godelginapratit,godelkarkalochaklait,hagdalatdira,halvaalodiyuracher,halvaalodiyurashrai,halvaalodiyuravoda,halvaalodiyurbank,halvaalodiyurbituach,halvaalodiyurlising,hanashimshnatit,hasakapratit,hashkaot,haskachisachon,haskaloneemanut,haskaneemanut,haskapikdon,hdividendshnatit,hesderdiyur,hesekshnatit,hevidoch,hhashkaotshnatit,hishtalmut,hribitshnatit,hschirutshnatit,k_baalut,k_mispchadarim,k_mispchadarimmegurim,k_mispmeconiyot,k_mizug,k_shaotozeret,kamaginapratit,kamakarkalochaklait,kamakivun,kamamirpeset,kamasherutim,karkaacheret,karkachaklait,karkachaklaitsetach,karkalochaklait,kesefhutzacher,kesefhutzd,kesefhutzdinary,kesefhutze,kesefhutzl,khishmb,kibelmechirdiran,kivun,kneemanutmb,kniyaatiditdira,kpensiamb,kupotgemel,m_chodashimcheshbonchasum,m_chodashimminus,m_dmeschirutchodeshi,m_halvaadiyur,m_halvaalodiyur,m_kesefkniyaatidit,m_kesefmb,m_mechirdiraknuyab12,m_mechirkarka,m_misgeretashrai,m_peamimpniyabank,m_schumhalvaadiyur,m_setachmigrashbayitprati,m_shuvidira,m_yeshashrai,maaliyot,machsanbetochd,machsanmid,matbeaalutbniya,matbeabniya,matbeachisachon,matbeahutz,matbeaknuya,matbealoneemanut,matbeaneemanut,matbeapikdon,matzavkatid,matzavkavar,mazavkatid,mazavkavar,mbnifkadgalkodem,mdidakarkachaklait,mdidakarkalochaklait,mechiradirankama,mechiradiranosefet,mechirbniya,mechirknuya,meconit,mekorsetach,men18up,menayotmb,milgatlimudim,minus,mirpesetchitzonit,mirpesetsherut,mishkalmb,mispdirotbinyan,mispkomotbinyan,mocher,mosdothul,mosdotnew,mspdirotbekomatmegurim,nefashot0_14,nefashot0_17,nefashot15up,nefashot18up,nofantena,nofgag,nofkvish,nofkvishpnimi,nofrakevet,nofsetachpatuch,nofsetachyarok,nofyam,ofenbaalut,ofenbaalutmigrash,ozeret,pensiaavoda,pikdonotmb,pniyabank,ribit,s_seker,sachnefashot,sacshnatikolel_lembnew,schirut,schumhalvaalodiyur,setachbayitpraty,setachdira,sfarim,shanabniya,shanarechishab,shanarechishak,shiirochchisachonchodesh,shiirochchisachonshana,shiirochchisachonyom,shiirochloneemanutchodesh,shiirochloneemanutshana,shiirochloneemanutyom,shiirochneemanutchodesh,shiirochneemanutshana,shiirochneemanutyom,shiirochpikdonchodesh,shiirochpikdonshana,shiirochpikdonyom,shuvidirotlomegurim,siduri,sidurimakorpitzul,sinuyimpnimiimbdira,sugcheshbon,sugdira,sugmatbeahutzacher,sumhgemelshnatit,sumhhishshnatit,sumhhulshnatit,sumhmilgashnatit,sumhmosdotshnatitnew,sumhpensiashnatit,taarichrechishab,taarichrechishak,taasukaozeret,tahasokaozeret,tchisachonmb,wave,women18up,yitraneagachmemshaltibahuz,yitraneagachmemshaltibschum,yitranemenayotbahuz,yitranemenayotbschum
1437,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,NO,,0.0,,0.0,,,,227.206189113,,,,0.0,0.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,1.0,10075.0,0.0,,,,upto_10,,,,,,,,,,,,,,,,,1438.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1438,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,YES,,2.0,,0.0,,,,564.017383663,,,,0.0,263324.3333333333,,3.0,4.0,5.0,4.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,8.0,299324.3333333333,0.0,,,,upto_10,,,,,,,,,,,,,,,,,1439.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1439,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,NO,,1.0,,0.0,,,,151.75373967,,,,0.0,21909.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,39909.0,0.0,,,,upto_10,,,,,,,,,,,,,,,,,1440.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1440,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,NO,,0.0,,0.0,,,,389.54117523,,,,0.0,37062.0,,4.0,4.0,1.0,1.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,37062.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1441.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1441,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,NO,,1.0,,0.0,,,,546.473474921,,,,0.0,28845.666666666664,,3.0,5.0,5.0,3.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,8.0,74445.66666666666,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1442.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1442,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,YES,,1.0,,0.0,,,,606.811946948,,,,0.0,11585.0,,4.0,4.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,83585.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1443.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1443,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,430.928443782,,,,0.0,15897.0,,4.0,5.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,7.0,477897.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1444.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1444,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,0.0,,,,2.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,263.414238729,,,,0.0,8250.0,,2.0,3.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,161850.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1445.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1445,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,YES,,1.0,,0.0,,,,366.912851986,,,,0.0,20787.333333333332,,2.0,4.0,4.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,160219.33333333334,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,1446.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1446,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,YES,,1.0,,0.0,,,,165.199782808,,,,0.0,0.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,60000.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1447.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1447,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,566.240128577,,,,0.0,11585.0,,3.0,4.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,263585.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1448.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1448,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,ABOVE_15,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,YES,,1.0,,0.0,,,,533.415646051,,,,0.0,5139.5,,2.0,2.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,4.0,5139.5,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,1449.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,
1449,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,NO,,0.0,,0.0,,,,560.550290942,,,,0.0,34892.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,36092.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1450.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1450,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,507.29543724,,,,0.0,11585.0,,3.0,4.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,269644.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1451.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1451,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,high_probability_,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,485.170025912,,,,0.0,2068.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,3.0,387616.8333333333,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1452.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
1452,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,YES,,1.0,,0.0,,,,520.07364112,,,,0.0,8106.25,,2.0,3.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,8106.25,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1453.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1453,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,627.821581258,,,,0.0,48045.0,,0.0,0.0,3.0,3.0,,,,,,,,,,,NO,79200.0,,,2800.0,2012.0,3.0,196345.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1454.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1454,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,8.0,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,466.055054318,,,,0.0,36306.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,4.0,199910.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1455.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1455,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,YES,,1.0,,0.0,,,,451.44912103,,,,0.0,8192.5,,2.0,3.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,712171.8333333334,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1456.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1456,,,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,YES,,2.0,,0.0,,,,223.659327972,,,,0.0,16011.0,,4.0,5.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,7.0,94951.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1457.0,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1457,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,YES,,1.0,,0.0,,,,418.941636185,,,,0.0,8106.25,,3.0,3.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,367662.25,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1458.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1458,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,NO,,1.0,,0.0,,,,373.005839656,,,,0.0,20588.75,,2.0,3.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,177702.75,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,1459.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1459,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,4.0,,0.0,,,,318.280558054,,,,0.0,7055.5,,2.0,2.0,5.0,5.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,7.0,205055.5,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1460,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,1.0,,132000.0,,,,424.012132519,,,,0.0,8547.75,,1.0,3.0,4.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,443847.75,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1461.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1461,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,465.063143808,,,,0.0,8135.0,,3.0,3.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,325795.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1462.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1462,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,high_probability_,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,265.452039554,,,,0.0,46169.5,,3.0,3.0,3.0,3.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,370169.5,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1463.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1463,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,499.132115181,,,,0.0,11235.0,,4.0,4.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,133785.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1464.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1464,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,524.190605672,,,,0.0,76546.16666666666,,2.0,2.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,4.0,108280.34595959596,0.0,,,,upto_10,,,,,,,,,,,,,,,,,1465.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1465,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,524.090090953,,,,0.0,8192.5,,3.0,3.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,379142.5,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1466.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1466,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,NO,,1.0,,0.0,,,,567.084383215,,,,0.0,47798.33333333333,,2.0,2.0,3.0,3.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,47798.33333333333,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,1467.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
1467,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,588.232296377,,,,0.0,5045.5,,2.0,2.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,4.0,242045.5,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,1468.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1468,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,YES,,1.0,,0.0,,,,403.09032134,,,,0.0,40529.5,,3.0,3.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,5.0,351529.5,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1469.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
1469,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,NO,,1.0,,30000.0,,,,165.325396322,,,,0.0,0.0,,7.0,7.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,9.0,30000.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1470.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1470,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,0.0,,0.0,,,,291.955571886,,,,0.0,0.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,3.0,102000.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,1471.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1471,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,548.504720112,,,,0.0,5116.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,4.0,99316.0,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,1472.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1472,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,ABOVE_15,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,,,,,,,,,YES,,3.0,,0.0,,,,634.06716678,,,,0.0,27394.0,,2.0,2.0,6.0,6.0,,,,,,,,,,,YES,73200.0,,,0.0,2012.0,8.0,144394.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1473.0,,,,,,,,,,,,,,2.0,,,1.0,3.0,,,,
1473,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,high_probability_,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,502.378903569,,,,0.0,8634.0,,2.0,3.0,3.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,5.0,128178.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,1474.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
